id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
35045,UA-3730,closed,"Okhtyrka Air Base",50.306,35.02,489,EU,Ukraine,UA,"Sumy Oblast",UA-59,59,Okhtyrka,0,,,,,https://en.wikipedia.org/wiki/Okhtyrka_(air_base),"Аэродром Ахтырка",50,2019-01-03T04:38:37+00:00
324103,UA-0117,small_airport,"Orekhovo Airfield",48.20211,35.021351,489,EU,Ukraine,UA,"Dnipropetrovsk (Sicheslav) Oblast",UA-12,12,Orekhovo,0,UKYO,,,,,,50,2021-12-30T16:08:56+00:00
340324,UA-0129,small_airport,"Koktebel Gliding Center",45.020896,35.206845,801,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Otvazhnoe,0,,,,,,,50,2021-03-19T16:57:30+00:00
35051,UA-9155,closed,"Ovruch Air Base",51.271366,28.720837,528,EU,Ukraine,UA,"Zhytomyr Oblast",UA-18,18,Ovruch,0,,,,,https://en.wikipedia.org/wiki/Ovruch_(air_base),,50,2023-10-30T09:28:15+00:00
318220,UA-0086,small_airport,Pohrebyshche,49.4943236,29.2417992,,EU,Ukraine,UA,"Vinnytsia Oblast",UA-05,05,Pohrebyshche,0,,,,,,,50,2016-06-02T11:31:41+00:00
45177,UA-0048,small_airport,"Poltava Air Base",49.627,34.487,,EU,Ukraine,UA,"Poltava Oblast",UA-53,53,Poltava,0,,,,,,"Аэродром Полтава",50,2009-11-18T14:13:25+00:00
351423,UA-0172,small_airport,"Korsak Airport",46.7513,35.6342,115,EU,Ukraine,UA,"Zaporizhia Oblast",UA-23,23,Pryazovs'ke,0,,,,,,,50,2022-01-12T18:22:27+00:00
35061,UA-7707,small_airport,"Pryluki Air Base",50.56669998168945,32.31669998168945,449,EU,Ukraine,UA,"Chernihiv Oblast",UA-74,74,Pryluky,0,,,,,https://en.wikipedia.org/wiki/Pryluky_(air_base),"Pryluky Air Base, Аэродром Прилуки",50,2009-04-24T16:10:52+00:00
351422,UA-0171,closed,"Prymors'k Airport",46.7441,36.32766,89,EU,Ukraine,UA,"Zaporizhia Oblast",UA-23,23,Prymors'k,0,,,,,,,50,2023-08-28T02:11:17+00:00
340330,UA-0135,small_airport,"Pryvillia Airfield",46.1497,33.4064,,EU,Ukraine,UA,"Kherson Oblast",UA-65,65,Pryvillia,0,,,,,,,50,2021-12-30T15:50:44+00:00
324581,UA-0119,small_airport,"Romashky Airstrip",49.7354043,30.5536534,,EU,Ukraine,UA,"Kyiv Oblast",UA-32,32,Romashky,0,,,,,,,50,2017-07-29T00:36:36+00:00
35070,UA-1901,small_airport,"Sambir Air Base",49.549999,23.334999,860,EU,Ukraine,UA,"Lviv Oblast",UA-46,46,Sambir,0,UKLA,,,,https://en.wikipedia.org/wiki/Sambir_(air_base),,50,2023-09-21T13:59:04+00:00
44309,UA-0018,small_airport,"Sevastopol Kozachya Bay Aerodrome / Khersones Air Base",44.578466,33.395462,46,EU,Ukraine,UA,"Sevastopol (city)",UA-40,40,Sevastopol,0,,,,,,"Hersones Air Base, Аэродром Херсонес, Khersones Air Base, Kozachya Bukhta",50,2021-03-19T15:55:16+00:00
320486,UA-0089,small_airport,"Shevchenkove Airstrip",50.876703,29.071036,,EU,Ukraine,UA,"Zhytomyr Oblast",UA-18,18,Shevchenkove,0,,,,,,,50,2021-01-27T15:59:46+00:00
351115,UA-0170,small_airport,"Shyroke Airport",46.94635,34.91222,238,EU,Ukraine,UA,"Zaporizhia Oblast",UA-23,23,Shyroke,0,,,,,,,50,2021-12-30T16:12:34+00:00
44429,UKCS,small_airport,"Sievierodonetsk Airport",48.900926,38.54279,236,EU,Ukraine,UA,"Luhansk Oblast",UA-09,09,Sievierodonetsk,0,UKCS,SEV,,,,"Severodonetsk Airport, Аеропорт Северодонецьк, Аэропорт Северодонецк",50,2021-03-10T13:38:32+00:00
44312,UA-0021,small_airport,"Skadovsk Airfield",46.131888,32.902506,7,EU,Ukraine,UA,"Kherson Oblast",UA-65,65,Skadovsk,0,UKOS,,,,,"Аэродром Скадовск",50,2021-10-16T05:52:37+00:00
320733,UA-0094,small_airport,"Smodna Airfield",48.306675,25.14064,,EU,Ukraine,UA,"Ivano-Frankivsk Oblast",UA-26,26,Smodna,0,,,,,,,50,2021-01-27T16:03:19+00:00
504971,UA-0180,small_airport,"Sydorenkove Airport",49.711725,35.385783,551,EU,Ukraine,UA,"Kharkiv Oblast",UA-63,63,Sydorenkove,0,,,,,,,50,2022-11-20T08:37:33+00:00
32533,UKKH,closed,"Chepelevka (Uzin) Air Base",49.7906,30.441401,568,EU,Ukraine,UA,"Kyiv Oblast",UA-32,32,Uzin,0,,,,,,"UKKH, UKKH",50,2021-07-04T02:03:15+00:00
46263,UA-0055,small_airport,"Shiroke Airfield",47.9188730788,34.9574661255,,EU,Ukraine,UA,"Zaporizhia Oblast",UA-23,23,Zaporizhia,0,,,,,,"Shirokoye Airfield, Shirokoe Airfield, Аеродром Широке, Аэродром Широкое",50,2010-03-05T14:00:53+00:00
34956,UA-0001,closed,"Borodyanka Air Base",50.6633,29.8933,463,EU,Ukraine,UA,"Kyiv Oblast",UA-32,32,Borodyanka,0,,,,,https://en.wikipedia.org/wiki/Borodianka_%28air_base%29,"Borodianka Air Base, Аэродром Бородянка",1,2021-03-12T11:58:31+00:00
34966,UA-0004,closed,"Pustogorod Air Base",51.849998474121094,34.04999923706055,636,EU,Ukraine,UA,"Sumy Oblast",UA-59,59,Hlukhiv,0,,,,,https://en.wikipedia.org/wiki/Chervonoye_Pustogorod,"Chervonoye  Air Base, Chervonoe  Air Base, Аэродром Червоное, Аэродром Пустогород",1,2009-04-25T07:12:32+00:00
316330,UA-0080,closed,Narodychi,51.2312512,29.0707288,,EU,Ukraine,UA,"Zhytomyr Oblast",UA-18,18,,0,,,,,,,0,2015-11-13T08:36:16+00:00
321207,UA-0105,closed,"Karabachyn Airstrip",50.274742,29.441407,,EU,Ukraine,UA,"Zhytomyr Oblast",UA-18,18,,0,,,,,,,0,2021-12-19T13:00:57+00:00
324565,UA-0118,heliport,"Rafalivka Helicopter Base",51.360218,25.9194958,,EU,Ukraine,UA,"Rivne Oblast",UA-19,19,,0,,,,,,,0,2017-07-28T00:14:04+00:00
43869,UA-0006,closed,"Kornych Air Base",48.52899932861328,25.125,,EU,Ukraine,UA,"Ivano-Frankivsk Oblast",UA-26,26,,0,,,,,,"Kornich Air Base, Аэродром Корныч",0,2009-03-26T08:20:23+00:00
315925,UA-0077,closed,"Aerodrom Krupske",49.451556,24.043866,,EU,Ukraine,UA,"Lviv Oblast",UA-46,46,,0,,,,,,,0,2022-02-04T05:29:03+00:00
321616,UA-0110,closed,"Pogorelovka Airstrip",48.525151,25.993457,,EU,Ukraine,UA,"Chernivtsi Oblast",UA-77,77,,0,,,,,,,0,2016-12-25T02:04:05+00:00
511619,UA-0185,heliport,Novoozerne,45.337599,33.035567,,EU,Ukraine,UA,(unassigned),UA-U-A,U-A,,0,,,,,,,0,2023-09-02T01:22:30+00:00
342230,UA-0162,heliport,"Partenit Heliport",44.586,34.3396,374,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Alushta,0,,,,,,,0,2021-03-19T16:46:24+00:00
342231,UA-0163,heliport,"Profug Heliport",44.6511,34.3995,269,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Alushta,0,,,,,,,0,2021-03-19T16:54:16+00:00
44306,UA-0015,closed,"Perekop Airfield",46.15800094604492,33.71699905395508,,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Armyansk,0,,,,,,"Аэродром Перекоп",0,2009-04-20T06:08:49+00:00
44310,UA-0019,closed,"Bagerovo Air Base",45.407001,36.244999,,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Bagerovo,0,,,,,https://en.wikipedia.org/wiki/Baherove_(air_base),"Аэродром Багерово, Bagarovo, Baherove",0,2021-01-27T15:36:01+00:00
510537,UA-0183,closed,"Balabyne Airfield",47.768436,35.2604,,EU,Ukraine,UA,"Zaporizhia Oblast",UA-23,23,"Balabyne, Zaporizhzhia Raion",0,,,,,,,0,2023-07-28T12:55:48+00:00
331659,UA-0125,heliport,"Bilohorodka Heliport",50.424592,30.272464,,EU,Ukraine,UA,"Kyiv Oblast",UA-32,32,Bilohorodka,0,,,HD2P,,,Белогородка,0,2022-11-20T09:00:30+00:00
329398,UA-0123,closed,"Biloyarivka Airstrip",47.810729,38.629275,347,EU,Ukraine,UA,"Donetsk Oblast",UA-14,14,Biloyarivka,0,,,,,,,0,2021-03-10T13:49:49+00:00
43871,UA-0008,closed,"Chortkiv Air Base",48.97800064086914,25.742000579833984,,EU,Ukraine,UA,"Ternopil Oblast",UA-61,61,Chortkiv,0,,,,,,"Chortkov Air Base, Chyortkov Air Base, Аэродром Чортков, Аэродром Чёртков",0,2009-03-26T08:35:14+00:00
44400,UA-0035,closed,"Chоrnobil Heliport",51.2859992981,30.198999404900004,,EU,Ukraine,UA,"Kyiv Oblast",UA-32,32,Chоrnobil,0,,,,,,"Chernobyl Heliport, Вертодром Чорнобиль, Вертодром Чернобыль",0,2010-02-22T16:57:04+00:00
44308,UA-0017,closed,"Genichesk Air Base",46.209,34.764999,,EU,Ukraine,UA,"Kherson Oblast",UA-65,65,Genichesk,0,,,,,,"Аэродром Геническ",0,2021-07-31T16:28:03+00:00
353019,UA-0175,closed,"Holubivka Airfield",48.63034,38.67211,672,EU,Ukraine,UA,"Donetsk Oblast",UA-14,14,Holubivka,0,,,,,,,0,2022-02-25T09:26:18+00:00
326392,UA-0122,closed,"Iskrivka Airstrip",48.1787704,33.354016,,EU,Ukraine,UA,"Kirovohrad Oblast",UA-35,35,Iskrivka,0,,,,,,,0,2018-02-12T05:02:50+00:00
44434,UKOI,closed,"Izmail International Airport",45.395959,28.801403,125,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,Izmail,0,,,,,,"UKOI, UKOI",0,2021-07-04T01:36:29+00:00
44332,UA-0024,closed,"Askaniya-Nova Airport",46.419998,33.724998,,EU,Ukraine,UA,"Kherson Oblast",UA-65,65,Khrestivka,0,,,,,,"Askania-Nova Airport, Аэропорт Аскания-Нова",0,2021-02-05T09:12:51+00:00
44396,UA-0033,closed,"Kiliya Airport",45.458866,29.287591,2,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,Kiliya,0,,,,,,"Аэропорт Килия",0,2021-03-19T13:50:53+00:00
43870,UA-0007,closed,"Kolomiya Airport",48.55099868774414,25.04199981689453,,EU,Ukraine,UA,"Ivano-Frankivsk Oblast",UA-26,26,Kolomiya,0,,,,,,"Kolomyya Airport, Аэропорт Коломыя, Аэропорт Коломия",0,2009-03-26T08:25:34+00:00
340326,UA-0131,closed,"Kukushkino Airstrip",45.698139,33.36079,,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Kukushkino,0,,,,,,,0,2021-01-27T16:08:25+00:00
340325,UA-0130,closed,"Kurgannoye Airstrip",45.8541,33.7062,,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Kurgannoye,0,,,,,,,0,2021-01-27T16:07:17+00:00
46582,UA-0073,heliport,"Hydropark Heliport",50.458134,30.568124,,EU,Ukraine,UA,"Kyiv (city)",UA-30,30,Kyiv,0,,,,,,,0,2022-11-20T08:49:02+00:00
46584,UA-0074,heliport,"Mariinsky Park Heliport",50.449147,30.541149,,EU,Ukraine,UA,"Kyiv (city)",UA-30,30,Kyiv,0,,,,,,"Ukraine Presidential Heliport, Mariinsky Heliport",0,2022-11-20T09:04:14+00:00
46268,UA-0060,closed,"Gostra Mogila Airfield",48.532282,39.390879,,EU,Ukraine,UA,"Luhansk Oblast",UA-09,09,Luhansk,0,,,,,,"Ostraya Mogila Airfield, Luhansk East Airfield, Lugansk Vostochny Airfield, Аеродром Гостра Могила, Аэродром Острая Могила, Аэродром Луганск Восточный",0,2021-04-11T13:50:22+00:00
44393,UA-0030,closed,"Luzhani Airfield",48.38399887084961,25.767000198364258,,EU,Ukraine,UA,"Chernivtsi Oblast",UA-77,77,Luzhani,0,,,,,,"Luzhany Airfield, Chernivtsi Northwest Airfield, Chernovtsy Northwest Airfield, Аэродром Лужаны, Аэродром Черновцы Северозападные",0,2009-04-24T17:03:47+00:00
342020,UA-0142,heliport,"Lysychansk Heliport",48.9323,38.4097,433,EU,Ukraine,UA,"Luhansk Oblast",UA-09,09,Lysychansk,0,,,,,,,0,2022-02-25T09:26:57+00:00
353282,UA-0178,closed,"Mala Bilozerka Airport",47.268353,34.962648,246,EU,Ukraine,UA,"Zaporizhia Oblast",UA-23,23,"Mala Bilozerka",0,,,,,,,0,2022-03-04T00:15:17+00:00
46366,UA-0068,closed,"Mala Vyska Airfield",48.632,31.616,,EU,Ukraine,UA,"Kirovohrad Oblast",UA-35,35,"Mala Vyska",0,,,,,,"Malaya Viska Airfield, Аеродром Мала Виска, Аэродром Малая Виска",0,2010-03-27T17:35:19+00:00
353372,UA-0179,heliport,"Mamalyha Heliport",48.2477,26.58473,377,EU,Ukraine,UA,"Chernivtsi Oblast",UA-77,77,Mamalyha,0,,,,,,,0,2022-03-08T12:16:21+00:00
44305,UA-0014,closed,"Donuzlav Air Base",45.325884,33.050407,37,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Mirnyi,0,,,,,,"Аэродром Донузлав",0,2021-12-30T15:52:29+00:00
316454,UA-0084,closed,"Mykolaivka-Novorosiis'ka Airstrip",46.130858,29.874125,269,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,Mykolaivka-Novorosiis'ka,0,,,,,,,0,2021-12-30T15:23:44+00:00
321184,UA-0101,heliport,"Mezhigyrya Heliport",50.621493,30.460464,,EU,Ukraine,UA,"Kyiv Oblast",UA-32,32,"Novi Petrivtsi",0,,,,,,,0,2022-11-20T08:50:23+00:00
510535,UA-0181,closed,"Novomikolayivka Airfield",47.100432,35.702487,,EU,Ukraine,UA,"Zaporizhia Oblast",UA-23,23,"Novomikolayivka, Polohy Raion",0,,,,,,,0,2023-07-28T12:44:20+00:00
46274,UA-0066,closed,"Ochakiv Air Base",46.647786,31.553764,,EU,Ukraine,UA,"Mykolaiv Oblast",UA-48,48,Ochakiv,0,,,,,,"Ochakov Air Base, Аеродром Очакiв, Аэродром Очаков",0,2019-01-01T05:27:08+00:00
46269,UA-0061,closed,"Dalnik Airfield",46.493108,30.618859,213,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,Odessa,0,,,,,,"Zastava Airfield, Аэродром Дальник, Аэродром Застава",0,2021-12-30T15:32:47+00:00
320475,UA-0087,closed,"Krasni Okny Airfield",47.549189,29.428682,,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,Okny,0,,,,,,,0,2021-01-27T15:58:24+00:00
342216,UA-0148,closed,"Oleksandrivka Airfield",46.3069,31.9753,3,EU,Ukraine,UA,"Kherson Oblast",UA-65,65,Oleksandrivka,0,,,,,,,0,2021-03-22T06:56:12+00:00
44394,UA-0031,heliport,"Oleksandriya Air Base",48.68000030517578,33.18000030517578,,EU,Ukraine,UA,"Kirovohrad Oblast",UA-35,35,Oleksandriya,0,,,,,,"Aleksandriya Air Base, Alexandriya Air Base, Аэродром Александрия, Аэродром Олександрия, Аэродром Олександрiя",0,2009-04-24T17:22:34+00:00
340333,UA-0138,closed,"Oleksiivka Airfield",46.2626,32.218,,EU,Ukraine,UA,"Kherson Oblast",UA-65,65,Oleksiivka,0,,,,,,,0,2021-03-19T15:26:58+00:00
44314,UA-0023,closed,"Chkalovskiy Airfield",45.073002,35.202999,,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Pervomaiske,0,,,,,,"Chkalovsky Airfield, Аэродром Чкаловский",0,2021-01-27T15:42:52+00:00
44368,UA-0026,closed,"Blagoyevo Air Base",46.89500045776367,30.700000762939453,,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,Petrovka,0,,,,,,"Blagoevo Air Base, Buyalik Air Base, Buyalyk Air Base, Аэродром Благоево, Аэродром Буялык",0,2009-04-24T12:05:25+00:00
320732,UA-0093,closed,"Pishchanka Airstrip",48.200516,28.863063,,EU,Ukraine,UA,"Vinnytsia Oblast",UA-05,05,Pishchanka,0,,,,,,,0,2021-01-27T16:03:02+00:00
340328,UA-0133,closed,"Pochetnoye Airfield",45.999861,33.78224,,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Pochetnoye,0,,,,,,,0,2021-01-27T16:11:28+00:00
340329,UA-0134,closed,"Chervonyi Chaban Airfield",46.18,33.5934,,EU,Ukraine,UA,"Kherson Oblast",UA-65,65,Preobrazhenka,0,,,,,,,0,2021-12-30T16:02:47+00:00
351106,UA-0164,heliport,"Reni Heliport",45.42554,28.29038,26,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,Reni,0,,,,,,,0,2021-12-30T15:11:34+00:00
321617,UA-0111,closed,"Rudnya Airstrip",49.37228,27.531321,,EU,Ukraine,UA,"Khmelnytskyi Oblast",UA-68,68,Rudnya,0,,,,,,,0,2022-03-08T12:11:43+00:00
351110,UA-0165,closed,"Frumushyka Airstrip",46.29002,29.40827,436,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,Semysotka,0,,,,,,,0,2022-01-02T13:28:45+00:00
351111,UA-0166,heliport,"Frumushyka Heliport",46.29598,29.41779,418,EU,Ukraine,UA,"Odessa Oblast",UA-51,51,Semysotka,0,,,,,,,0,2021-12-30T15:40:57+00:00
44677,UA-0044,heliport,"Sevastopol Naval Institute Helipad",44.61029815673828,33.47949981689453,,EU,Ukraine,UA,"Sevastopol (city)",UA-40,40,Sevastopol,0,,,,,,"Sevastopol Navy Institute Helipad",0,2009-08-10T15:18:53+00:00
46271,UA-0063,heliport,"Kruglaya Bukhta Heliport",44.6014149349,33.4506440163,,EU,Ukraine,UA,"Sevastopol (city)",UA-40,40,Sevastopol,0,,,,,,"Sevastopolsky Aviaremontny Zavod Heliport, Sevastopol Aircraft Repair Plant Heliport, Вертодром Круглая Бухта",0,2010-03-05T17:32:39+00:00
342219,UA-0151,heliport,"Demetrynskaya Street Helipad",44.5097,33.6069,305,EU,Ukraine,UA,"Sevastopol (city)",UA-40,40,Sevastopol,0,,,,,,,0,2021-03-19T16:11:28+00:00
342220,UA-0152,heliport,"Orlinovsky Helipad",44.4207,33.6741,348,EU,Ukraine,UA,"Sevastopol (city)",UA-40,40,Sevastopol,0,,,,,,,0,2021-03-19T16:13:37+00:00
340327,UA-0132,closed,"Slavne Airfield",45.731711,33.21123,7,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Slavne,0,,,,,,Slavnoye,0,2021-12-30T15:51:42+00:00
44377,UA-0029,closed,"Bolshoy Tokmak Air Base",47.285459,35.707855,,EU,Ukraine,UA,"Zaporizhia Oblast",UA-23,23,Tokmak,0,,,,,,"Bolshoi Tokmak Air Base, Аэродром Большой Токмак",0,2022-01-24T05:01:27+00:00
341519,UA-0139,heliport,"Trakhtemyriv Heliport",49.984294,31.339095,397,EU,Ukraine,UA,"Cherkasy Oblast",UA-71,71,Trakhtemyriv,0,,,,,,,0,2022-11-20T08:52:37+00:00
510536,UA-0182,closed,"Vil'nyanka Airfield",47.966307,35.390482,,EU,Ukraine,UA,"Zaporizhia Oblast",UA-23,23,"Vil'nyanka, Zaporizhzhia Raion",0,,,,,,,0,2023-07-28T12:49:22+00:00
44295,UA-0011,closed,"Karankut Air Base",45.577999,34.282001,52,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Volnoye,0,,,,,,"Krasnogvardeyskoe Air Base, Krasnogvardeyskoye Air Base, Аэродром Каранкут, Аэродром Красногвардейское",0,2018-12-31T05:47:51+00:00
46273,UA-0065,heliport,"Respect Hall Helipad",44.432273,34.081035,,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yalta,0,,,,,,"Вертолётная площадка Респект Холл",0,2021-03-19T16:28:49+00:00
342217,UA-0149,heliport,"Mriya Resort Helipad",44.3977,33.94168,251,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yalta,0,,,,,,,0,2021-03-19T16:09:05+00:00
342218,UA-0150,heliport,"Internal Affairs Ministry Dacha Helipad",44.40043,33.92258,182,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yalta,0,,,,,,,0,2021-03-19T16:08:46+00:00
342223,UA-0155,heliport,"GK Tavriya Resort Seaside Helipad",44.4043,33.8779,,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yalta,0,,,,,,,0,2021-03-19T16:24:18+00:00
342224,UA-0156,heliport,"GK Tavriya Resort Heliport",44.40605,33.88245,430,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yalta,0,,,,,,,0,2021-03-19T16:24:50+00:00
342225,UA-0157,heliport,"Naberezhnaya Helipad",44.39893,33.9192,16,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yalta,0,,,,,,,0,2021-03-19T16:27:25+00:00
342226,UA-0158,heliport,"Oreanda Heliport",44.4513,34.1293,479,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yalta,0,,,,,,,0,2021-03-19T16:30:05+00:00
342227,UA-0159,heliport,"Pension Wisteria Helipad",44.461824,34.145346,125,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yalta,0,,,,,,,0,2021-03-19T16:31:37+00:00
342228,UA-0160,heliport,"Massandra Palace Heliport",44.5145,34.2039,971,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yalta,0,,,,,,,0,2021-03-19T16:36:03+00:00
342229,UA-0161,heliport,"Artek Heliport",44.56059,34.307563,335,EU,Ukraine,UA,"Crimea (Autonomous Republic)",UA-43,43,Yalta,0,,,,,,,0,2021-03-19T16:44:30+00:00
45182,UA-0053,closed,"Palmira Airfield",49.763,32.123,,EU,Ukraine,UA,"Cherkasy Oblast",UA-71,71,Zolotonosha,0,,,,,,"Аэродром Пальмира",0,2009-11-18T14:53:00+00:00
